"","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LotConfig","Neighborhood","Condition1","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","Exterior1st","MasVnrType","MasVnrArea","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","log.sale.price","log.SalePrice"
"356","20","RL",105,11249,"None","IR2","Inside","CollgCr","Norm","1Story",6,5,1995,"Gable","VinylSd","None",0,"Gd","No","ALQ",334,322,1200,0,0,1200,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA",0,26,0,0,0,0,0,8,2007,"WD","Normal",177500,12.0867258878976,12.0867258878976
"357","20","RL",70.0499583680267,9248,"None","IR1","Inside","Gilbert","Norm","1Story",6,6,1992,"Gable","HdBoard","BrkFace",106,"Gd","No","GLQ",560,598,1167,0,0,1167,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA",120,26,0,0,0,0,0,7,2009,"WD","Normal",173000,12.0610468734799,12.0610468734799
"358","120","RM",44,4224,"None","Reg","Inside","Other","Norm","1Story",5,5,1976,"Gable","CemntBd","None",0,"Gd","No","ALQ",874,268,1142,0,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Other","Attchd","Fin",2,"TA","TA",536,90,0,0,0,0,0,8,2007,"WD","Normal",134000,11.805595078933,11.805595078933
"359","80","RL",92,6930,"None","IR1","Inside","Other","Norm","SLvl",5,4,1958,"Hip","Wd Sdng","BrkFace",120,"TA","Av","BLQ",300,468,1352,0,0,1352,0,1,1,0,3,1,"Gd",6,"Min2",0,"None","BuiltIn","Unf",1,"TA","TA",168,0,294,0,0,0,0,7,2006,"WD","Abnorml",130000,11.7752897294377,11.7752897294377
"360","60","RL",78,12011,"None","IR1","CulDSac","NoRidge","Norm","2Story",8,5,1998,"Gable","VinylSd","BrkFace",530,"Gd","Av","GLQ",956,130,1086,838,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",208,75,0,0,374,0,0,6,2006,"WD","Normal",280000,12.5425448821514,12.5425448821514
"361","Other","RL",70.0499583680267,7540,"None","IR1","CulDSac","Mitchel","Norm","SFoyer",6,6,1978,"Gable","VinylSd","None",0,"Gd","Av","GLQ",773,115,912,0,0,912,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",0,0,0,0,192,0,0,6,2007,"WD","Normal",156000,11.9576112862317,11.9576112862317
"362","50","RL",70.0499583680267,9144,"Pave","Reg","Inside","BrkSide","Norm","1.5Fin",5,5,1940,"Gable","MetalSd","None",0,"TA","No","Rec",399,484,988,517,0,1505,1,0,1,0,3,1,"TA",8,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,7,2008,"WD","Normal",145000,11.8844890214027,11.8844890214027
"363","Other","RL",64,7301,"None","Reg","Corner","Edwards","Norm","SFoyer",7,5,2003,"Gable","HdBoard","BrkFace",500,"None","None","None",0,0,495,1427,0,1922,0,0,3,0,4,1,"Gd",7,"Typ",1,"Other","BuiltIn","RFn",2,"TA","TA",0,0,177,0,0,0,0,7,2009,"Other","Normal",198500,12.1985443791094,12.1985443791094
"364","160","RM",21,1680,"None","Reg","Inside","Other","Norm","2Story",6,8,1972,"Gable","HdBoard","BrkFace",510,"TA","No","ALQ",162,321,483,504,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA",250,0,0,0,0,0,0,5,2009,"WD","Normal",118000,11.6784399034478,11.6784399034478
"365","60","RL",70.0499583680267,18800,"None","IR1","FR2","NWAmes","Norm","2Story",6,5,1976,"Gable","HdBoard","BrkFace",120,"Gd","Mn","GLQ",712,84,790,784,0,1574,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",306,111,0,0,0,0,0,7,2006,"WD","Normal",190000,12.1547793511426,12.1547793511426
"366","70","RM",59,10690,"None","Reg","Inside","IDOTRR","Norm","2Story",5,7,1920,"Hip","VinylSd","None",0,"TA","No","Rec",456,216,672,672,0,1344,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","Unf",1,"TA","Fa",0,128,218,0,0,0,0,7,2009,"WD","Normal",147000,11.8981878657609,11.8981878657609
"367","20","RL",70.0499583680267,9500,"None","IR1","Inside","NAmes","Norm","1Story",6,5,1963,"Gable","Plywood","BrkFace",247,"Gd","No","BLQ",609,785,1394,0,0,1394,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","RFn",2,"TA","TA",0,76,0,0,185,0,0,7,2009,"WD","Normal",159000,11.9766594812024,11.9766594812024
"368","80","RL",101,9150,"None","IR1","Corner","NAmes","Norm","SLvl",6,5,1962,"Gable","Plywood","BrkFace",305,"Gd","Gd","GLQ",371,728,1431,0,0,1431,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Other","RFn",1,"TA","TA",64,110,0,0,0,0,0,12,2008,"WD","Normal",165000,12.0137007528827,12.0137007528827
"369","20","RL",78,7800,"None","Reg","Inside","NAmes","Norm","1Story",5,6,1954,"Gable","HdBoard","BrkFace",200,"TA","No","LwQ",540,728,1268,0,0,1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd","Fin",1,"TA","TA",0,98,0,0,0,0,0,3,2010,"WD","Normal",132000,11.7905572015685,11.7905572015685
"370","20","RL",70.0499583680267,9830,"None","IR1","Corner","NAmes","Norm","1Story",5,7,1959,"Gable","Wd Sdng","None",0,"TA","No","ALQ",72,733,1287,0,0,1287,1,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Fin",2,"TA","TA",364,17,0,0,182,0,0,3,2010,"WD","Normal",162000,11.9953516142145,11.9953516142145
"371","60","RL",70.0499583680267,8121,"None","IR1","Inside","Gilbert","Norm","2Story",6,5,2000,"Gable","VinylSd","None",0,"Gd","No","Unf",0,953,953,711,0,1664,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",100,40,0,0,0,0,0,1,2006,"WD","Normal",172400,12.0575726372117,12.0575726372117
"372","50","RL",80,17120,"None","Reg","Inside","Other","Feedr","1.5Fin",4,4,1959,"Gable","Other","None",0,"None","None","None",0,0,1120,468,0,1588,0,0,2,0,4,1,"TA",7,"Min2",1,"Gd","Detchd","Fin",2,"TA","TA",0,59,0,0,0,0,0,7,2008,"WD","Normal",134432,11.8088137739691,11.8088137739691
"373","120","RL",50,7175,"None","Reg","Inside","SawyerW","Norm","1Story",6,5,1984,"Gable","Plywood","None",0,"Gd","No","ALQ",623,0,752,0,0,752,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","Unf",1,"TA","TA",353,0,0,0,90,0,0,2,2010,"WD","Normal",125000,11.7360690162844,11.7360690162844
"374","20","RL",79,10634,"None","Reg","Inside","NAmes","Norm","1Story",5,6,1953,"Gable","MetalSd","None",0,"TA","No","BLQ",428,0,1319,0,0,1319,1,0,1,0,3,1,"TA",5,"Min2",0,"None","Attchd","Unf",1,"TA","TA",66,0,0,0,0,0,0,11,2009,"WD","Normal",123000,11.7199396343546,11.7199396343546
"375","60","RL",65,8200,"None","Reg","Inside","CollgCr","Norm","2Story",7,5,2003,"Gable","VinylSd","None",0,"Gd","No","Unf",0,847,847,1081,0,1928,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA",100,48,0,0,0,0,0,7,2007,"WD","Normal",219500,12.2991075114974,12.2991075114974
"376","30","RL",70.0499583680267,10020,"None","IR1","Inside","Edwards","Norm","1Story",1,1,1922,"Gable","Wd Sdng","None",0,"Fa","Gd","BLQ",350,333,904,0,0,904,1,0,0,1,1,1,"Other",4,"Other",0,"None","None","None",0,"None","None",0,0,0,0,0,0,0,3,2009,"WD","Normal",61000,11.0186291431554,11.0186291431554
"377","Other","RL",57,8846,"None","IR1","CulDSac","CollgCr","Norm","SFoyer",5,5,1996,"Gable","VinylSd","None",0,"Gd","Av","GLQ",298,572,914,0,0,914,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,0,0,0,0,0,0,7,2006,"WD","Normal",148000,11.9049675527463,11.9049675527463
"378","60","Other",102,11143,"None","IR1","Corner","Somerst","Norm","2Story",8,5,2004,"Gable","CemntBd","None",0,"Gd","No","Unf",0,1580,1580,886,0,2466,0,0,3,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",159,214,0,0,0,0,0,12,2007,"WD","Normal",340000,12.7367008965923,12.7367008965923
"379","20","RL",88,11394,"None","Reg","Corner","Other","Norm","1Story",9,2,2010,"Hip","VinylSd","Stone",350,"Ex","Av","GLQ",1445,411,1856,0,0,1856,1,0,1,1,1,1,"Other",8,"Typ",1,"Other","Attchd","Fin",3,"TA","TA",113,0,0,0,0,0,0,6,2010,"New","Partial",394432,12.8852020343219,12.8852020343219
"380","60","RL",60,8123,"None","IR1","Inside","Gilbert","RRAn","2Story",6,5,2000,"Gable","VinylSd","BrkFace",16,"Gd","No","Unf",0,982,1007,793,0,1800,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",100,63,0,0,0,0,0,6,2009,"WD","Normal",179000,12.0951410848229,12.0951410848229
"381","50","RL",50,5000,"Pave","Reg","Inside","Other","Norm","1.5Fin",5,6,1924,"Gable","BrkFace","None",0,"TA","No","LwQ",218,808,1026,665,0,1691,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA",0,0,242,0,0,0,0,5,2010,"WD","Normal",127000,11.7519423654407,11.7519423654407
"382","20","Other",60,7200,"Pave","Reg","Inside","Somerst","Norm","1Story",7,5,2006,"Gable","VinylSd","None",0,"Gd","No","Unf",0,1293,1301,0,0,1301,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",216,121,0,0,0,0,0,8,2006,"New","Partial",187750,12.1428665696264,12.1428665696264
"383","60","RL",79,9245,"None","IR1","Inside","CollgCr","Norm","2Story",7,5,2006,"Gable","VinylSd","None",0,"Gd","Av","Unf",0,939,939,858,0,1797,0,0,2,1,3,1,"Gd",8,"Typ",0,"None","Attchd","RFn",2,"TA","TA",144,53,0,0,0,0,0,4,2007,"WD","Normal",213500,12.2713921116508,12.2713921116508
"384","Other","Other",60,9000,"None","Reg","Corner","SawyerW","Norm","Other",6,3,1928,"Gable","Wd Sdng","None",0,"Fa","No","Unf",0,784,784,0,0,784,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","Unf",2,"Other","Fa",0,0,91,0,0,0,0,10,2009,"WD","Normal",76000,11.2384886192685,11.2384886192685
"385","60","RL",70.0499583680267,53107,"None","IR2","Corner","Other","Feedr","2Story",6,5,1992,"Gable","HdBoard","None",0,"Gd","Av","GLQ",985,595,1079,874,0,1953,1,0,2,1,3,1,"Gd",9,"Typ",2,"Fa","Attchd","Fin",2,"TA","TA",216,231,0,0,0,0,0,6,2007,"WD","Normal",240000,12.3883942023241,12.3883942023241
"386","120","RL",43,3182,"None","Reg","Inside","Other","Norm","1Story",8,5,2004,"Gable","VinylSd","BrkFace",16,"Gd","No","GLQ",24,1232,1269,0,0,1269,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",146,20,0,0,144,0,0,4,2010,"WD","Normal",192000,12.1652506510099,12.1652506510099
"387","50","RL",58,8410,"None","Reg","FR2","Edwards","Feedr","1.5Fin",5,3,1910,"Other","Wd Sdng","None",0,"TA","No","Unf",0,658,658,526,0,1184,0,0,1,0,5,1,"TA",8,"Typ",0,"None","None","None",0,"None","None",0,151,0,0,0,0,0,5,2006,"WD","Other",81000,11.3022044336546,11.3022044336546
"388","80","RL",72,7200,"None","Reg","Inside","Edwards","Norm","SLvl",6,6,1976,"Hip","MetalSd","BrkFace",255,"TA","Av","ALQ",631,410,1125,0,0,1125,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd","Unf",1,"TA","TA",296,0,0,0,0,0,0,10,2009,"WD","Abnorml",125000,11.7360690162844,11.7360690162844
"389","20","RL",93,9382,"None","IR1","CulDSac","CollgCr","Norm","1Story",7,5,1999,"Gable","VinylSd","BrkFace",125,"Gd","No","Unf",0,1468,1479,0,0,1479,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA",120,25,0,0,0,0,0,7,2008,"WD","Normal",191000,12.1600287070288,12.1600287070288
"390","60","RL",96,12474,"None","Reg","Inside","NridgHt","Norm","2Story",10,5,2007,"Gable","VinylSd","Stone",272,"Ex","Av","GLQ",1280,402,1742,590,0,2332,1,0,2,1,3,1,"Other",9,"Typ",1,"Other","BuiltIn","Fin",3,"TA","TA",196,134,0,0,0,0,0,8,2008,"New","Partial",426000,12.9621946252515,12.9621946252515
"391","50","RL",50,8405,"Grvl","Reg","Inside","Edwards","Norm","1.5Fin",5,8,1900,"Gable","MetalSd","None",0,"TA","No","Rec",241,229,961,406,0,1367,1,0,1,0,4,1,"TA",7,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,130,112,0,0,0,0,4,2008,"WD","Normal",119000,11.6868787720937,11.6868787720937
"392","60","RL",71,12209,"None","IR1","CulDSac","Mitchel","Norm","2Story",6,5,2001,"Gable","VinylSd","None",0,"Ex","No","ALQ",690,114,804,1157,0,1961,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA",125,192,0,0,0,0,0,6,2009,"WD","Normal",215000,12.2783933071098,12.2783933071098
"393","20","RL",70.0499583680267,8339,"None","IR1","Inside","NAmes","Norm","1Story",5,7,1959,"Gable","MetalSd","None",0,"None","None","None",0,0,882,0,0,882,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","RFn",1,"TA","TA",0,0,0,0,0,0,1200,7,2007,"WD","Normal",106500,11.5759002641316,11.5759002641316
"394","30","RL",70.0499583680267,7446,"None","Reg","Corner","BrkSide","Feedr","1Story",4,5,1941,"Gable","Other","None",0,"TA","No","Rec",266,522,788,0,0,788,0,0,1,0,2,1,"TA",4,"Typ",2,"TA","None","None",0,"None","None",0,0,0,0,0,0,0,4,2006,"WD","Abnorml",100000,11.5129254649702,11.5129254649702
"395","50","RL",60,10134,"None","Reg","Inside","OldTown","Norm","1.5Fin",5,6,1940,"Gable","MetalSd","None",0,"TA","No","Unf",0,735,735,299,0,1034,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,39,0,0,0,0,0,7,2007,"WD","Normal",109000,11.5991031612113,11.5991031612113
"396","20","RL",68,9571,"None","Reg","Inside","Edwards","Norm","1Story",5,6,1956,"Gable","Wd Sdng","None",0,"TA","Av","BLQ",739,405,1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA",44,0,0,0,0,0,0,6,2010,"WD","Normal",129000,11.7675676833438,11.7675676833438
"397","20","RL",60,7200,"None","Reg","Inside","CollgCr","Norm","1Story",5,5,1972,"Hip","MetalSd","None",0,"TA","Av","Rec",777,117,894,0,0,894,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd","RFn",2,"TA","TA",215,0,0,0,0,0,0,9,2009,"WD","Normal",123000,11.7199396343546,11.7199396343546
"398","60","RL",69,7590,"None","Reg","Inside","NAmes","PosN","2Story",5,5,1962,"Gable","VinylSd","BrkFace",288,"TA","No","ALQ",540,324,876,936,0,1812,0,0,2,0,4,1,"TA",8,"Typ",1,"TA","Attchd","RFn",1,"TA","TA",0,168,0,0,0,0,0,7,2007,"WD","Normal",169500,12.0406082058026,12.0406082058026
"399","30","RM",60,8967,"None","Reg","Corner","IDOTRR","Norm","1Story",5,2,1920,"Gable","MetalSd","None",0,"Fa","No","Unf",0,961,1077,0,0,1077,0,0,1,0,2,1,"TA",6,"Other",0,"None","Detchd","Unf",1,"Other","Po",0,0,0,0,0,0,0,11,2007,"WD","Abnorml",67000,11.1124478983731,11.1124478983731
"400","60","Other",65,8125,"None","Reg","Inside","Somerst","Norm","2Story",7,5,2006,"Gable","CemntBd","Stone",100,"Gd","No","GLQ",812,280,1112,438,0,1550,1,0,2,0,2,1,"Gd",7,"Typ",0,"None","Attchd","Fin",2,"TA","TA",0,168,0,0,0,0,0,10,2009,"WD","Normal",241000,12.3925522124728,12.3925522124728
"401","120","RL",38,14963,"None","IR2","Inside","Other","Norm","1Story",8,5,1996,"Gable","BrkFace","None",0,"Gd","No","GLQ",786,474,1288,0,0,1288,1,0,1,1,1,1,"Other",4,"Typ",2,"Gd","Attchd","Fin",2,"TA","TA",120,30,0,0,224,0,0,12,2008,"WD","Normal",245500,12.4110522262167,12.4110522262167
"402","20","RL",65,8767,"None","IR1","Inside","CollgCr","Norm","1Story",7,5,2005,"Gable","VinylSd","None",0,"Gd","Av","GLQ",24,1286,1310,0,0,1310,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA",0,0,0,0,0,0,0,7,2006,"New","Partial",164990,12.0136401449855,12.0136401449855
"403","30","RL",60,10200,"None","Reg","Inside","Sawyer","Norm","1Story",5,8,1940,"Gable","Wd Sdng","None",0,"TA","No","Unf",0,672,672,0,0,672,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","Unf",1,"TA","TA",168,0,0,0,0,0,0,8,2008,"WD","Normal",108000,11.5898865061064,11.5898865061064
"404","60","RL",93,12090,"None","Reg","Corner","NoRidge","Norm","2Story",8,5,1998,"Hip","VinylSd","BrkFace",650,"Gd","No","Unf",0,1141,1165,1098,0,2263,0,0,2,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA",144,123,0,0,0,0,0,7,2006,"WD","Abnorml",258000,12.4607148639038,12.4607148639038
"405","60","RL",70.0499583680267,10364,"None","IR1","Inside","Gilbert","Norm","2Story",6,5,1995,"Gable","MetalSd","None",0,"Gd","No","Unf",0,806,806,766,0,1572,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA",0,40,0,0,0,0,0,5,2007,"WD","Normal",168000,12.0317192583854,12.0317192583854
"406","20","RL",70.0499583680267,9991,"None","IR1","Corner","Sawyer","Feedr","1Story",4,4,1976,"Gable","Plywood","None",0,"TA","No","BLQ",1116,165,1620,0,0,1620,1,0,2,0,3,1,"TA",8,"Min1",1,"TA","Attchd","Unf",2,"TA","TA",120,78,0,0,0,0,0,6,2009,"WD","Normal",150000,11.9183905730784,11.9183905730784
"407","50","RL",51,10480,"None","Reg","Inside","Other","Norm","1.5Fin",6,5,1936,"Gable","MetalSd","None",0,"TA","No","Unf",0,1064,1166,0,473,1639,0,0,1,0,3,1,"TA",6,"Other",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,3,2008,"WD","Normal",115000,11.6526874073454,11.6526874073454
"408","70","RL",63,15576,"None","Reg","Inside","Crawfor","Norm","2Story",6,7,1915,"Gable","Wd Sdng","None",0,"Gd","No","Unf",0,840,840,840,0,1680,0,0,2,0,4,1,"TA",8,"Typ",0,"None","Attchd","Unf",1,"TA","TA",0,0,160,0,0,0,0,3,2008,"WD","Normal",177000,12.083905011556,12.083905011556
"409","60","RL",109,14154,"None","Reg","Corner","NridgHt","Norm","2Story",7,5,2006,"Gable","VinylSd","BrkFace",350,"Ex","No","Unf",0,1063,1071,1101,0,2172,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA",192,62,0,0,0,0,0,8,2007,"New","Partial",280000,12.5425448821514,12.5425448821514
"410","60","Other",85,10800,"None","Reg","Inside","Somerst","Norm","2Story",8,5,2007,"Gable","VinylSd","Stone",100,"Ex","No","GLQ",789,245,1050,1028,0,2078,1,0,2,1,3,1,"Other",8,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA",0,102,0,0,0,0,0,4,2008,"New","Partial",339750,12.7359653320134,12.7359653320134
"411","20","RL",68,9571,"None","Reg","Inside","Edwards","Norm","1Story",5,3,1958,"Gable","Other","None",0,"TA","No","Unf",0,1276,1276,0,0,1276,0,0,1,0,3,1,"TA",5,"Other",0,"None","Attchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,6,2009,"COD","Abnorml",60000,11.0020998412042,11.0020998412042
"412","190","RL",100,34650,"None","Reg","Inside","Gilbert","Norm","1Story",5,5,1955,"Hip","Wd Sdng","None",0,"TA","Mn","Rec",1056,0,1056,0,0,1056,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","Fin",2,"TA","TA",264,0,0,0,0,0,0,1,2006,"WD","Normal",145000,11.8844890214027,11.8844890214027
"413","20","Other",70.0499583680267,4403,"None","IR2","Inside","Somerst","Norm","1Story",7,5,2009,"Gable","MetalSd","Stone",432,"Ex","Av","GLQ",578,892,1478,0,0,1478,1,0,2,1,2,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA",0,144,0,0,0,0,0,6,2010,"New","Partial",222000,12.3104326608544,12.3104326608544
"414","30","RM",56,8960,"Grvl","Reg","Inside","OldTown","Artery","1Story",5,6,1927,"Gable","Other","None",0,"TA","No","Unf",0,1008,1028,0,0,1028,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",2,"TA","TA",0,0,130,0,0,0,0,3,2010,"WD","Normal",115000,11.6526874073454,11.6526874073454
"415","60","RL",59,11228,"None","IR2","CulDSac","SawyerW","Norm","2Story",7,5,1993,"Gable","VinylSd","None",0,"Gd","No","BLQ",50,499,1080,1017,0,2097,0,1,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd","Unf",3,"TA","TA",196,187,0,0,0,0,0,12,2008,"WD","Normal",228000,12.3371009079366,12.3371009079366
"416","20","RL",73,8899,"None","IR1","Inside","Gilbert","Norm","1Story",7,5,2007,"Gable","VinylSd","None",0,"Gd","Av","GLQ",24,1316,1340,0,0,1340,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd","Fin",2,"TA","TA",100,30,0,0,0,0,0,8,2007,"New","Partial",181134,12.1069923678295,12.1069923678295
"417","60","RL",74,7844,"None","Reg","Inside","Sawyer","Norm","2Story",6,7,1978,"Hip","HdBoard","BrkFace",203,"TA","No","ALQ",209,463,672,728,0,1400,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",0,0,0,0,0,0,0,3,2006,"WD","Normal",149500,11.9150516718129,11.9150516718129
"418","70","RL",86,22420,"None","IR1","Inside","Crawfor","Feedr","2Story",6,6,1918,"Hip","Wd Sdng","None",0,"Gd","No","BLQ",1128,242,1370,1254,0,2624,1,0,2,1,4,1,"TA",10,"Typ",1,"Gd","Detchd","Unf",3,"TA","TA",0,0,0,0,0,0,0,11,2007,"WD","Normal",239000,12.3842188309136,12.3842188309136
"419","50","RL",60,8160,"None","Reg","Inside","Edwards","Norm","1.5Fin",5,6,1940,"Gable","MetalSd","None",0,"TA","No","ALQ",312,444,756,378,0,1134,1,0,1,1,3,1,"TA",7,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,4,2007,"WD","Other",126000,11.7440371859336,11.7440371859336
"420","20","RL",65,8450,"None","Reg","Inside","NAmes","Norm","1Story",5,6,1968,"Gable","VinylSd","None",0,"TA","No","BLQ",775,281,1056,0,0,1056,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Attchd","Unf",1,"TA","TA",0,85,184,0,0,0,0,7,2010,"WD","Normal",142000,11.8635823365834,11.8635823365834
"421","90","RM",78,7060,"None","Reg","Inside","Mitchel","Norm","SFoyer",7,5,1997,"Gable","VinylSd","BrkFace",200,"Gd","Gd","GLQ",1309,35,1344,0,0,1344,2,0,2,0,2,2,"TA",8,"Typ",0,"None","Attchd","Fin",4,"TA","TA",0,0,0,0,0,0,0,11,2008,"WD","Other",206300,12.2370866990593,12.2370866990593
"422","20","RL",70.0499583680267,16635,"None","IR1","FR2","NWAmes","Norm","1Story",6,7,1977,"Gable","CemntBd","Stone",126,"Gd","No","ALQ",1246,356,1602,0,0,1602,0,1,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",240,0,0,0,0,0,0,6,2009,"WD","Normal",215000,12.2783933071098,12.2783933071098
"423","20","RL",100,21750,"None","Reg","Inside","Mitchel","Artery","1Story",5,5,1954,"Hip","HdBoard","None",0,"TA","No","Unf",0,988,988,0,0,988,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","RFn",2,"TA","TA",0,0,0,0,0,0,0,2,2008,"WD","Normal",113000,11.6351430976945,11.6351430976945
"424","60","RL",80,9200,"None","Reg","Inside","NoRidge","Norm","2Story",8,5,1998,"Gable","VinylSd","BrkFace",473,"Gd","No","GLQ",986,484,1470,1160,0,2630,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",3,"TA","TA",0,66,0,0,0,0,0,6,2008,"WD","Normal",315000,12.6603279178078,12.6603279178078
"425","20","RL",72,9000,"None","Reg","Inside","NAmes","Norm","1Story",6,5,1956,"Gable","Wd Sdng","BrkFace",74,"Gd","No","LwQ",616,580,1196,0,0,1196,1,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Attchd","RFn",1,"TA","TA",0,44,0,0,0,0,0,5,2008,"WD","Normal",139000,11.8422292121128,11.8422292121128
"426","60","RM",60,3378,"Grvl","Reg","Inside","OldTown","Norm","2Story",7,8,1946,"Gable","HdBoard","None",0,"TA","No","Unf",0,651,707,682,0,1389,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd","Unf",1,"TA","TA",0,0,126,0,0,0,0,9,2009,"WD","Normal",135000,11.8130300574206,11.8130300574206
"427","80","RL",70.0499583680267,12800,"None","Reg","Inside","SawyerW","Norm","SLvl",7,5,1989,"Gable","Wd Sdng","BrkFace",145,"Gd","Gd","GLQ",1518,0,1644,0,0,1644,1,1,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",80,0,0,0,396,0,0,8,2009,"WD","Normal",275000,12.5245263766487,12.5245263766487
"428","20","RL",77,8593,"None","IR1","Inside","NAmes","Norm","1Story",4,6,1957,"Hip","MetalSd","None",0,"TA","No","Rec",288,619,907,0,0,907,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,7,2008,"WD","Normal",109008,11.5991765530135,11.5991765530135
"429","20","RL",64,6762,"None","Reg","Inside","CollgCr","Norm","1Story",7,5,2007,"Gable","VinylSd","BrkFace",108,"Gd","No","GLQ",664,544,1208,0,0,1208,1,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA",105,54,0,0,0,0,0,9,2007,"New","Partial",195400,12.1828040185908,12.1828040185908
"430","20","RL",130,11457,"None","IR1","Corner","Timber","Norm","1Story",6,5,1988,"Gable","HdBoard","None",0,"Gd","Mn","GLQ",1005,387,1412,0,0,1412,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","Unf",2,"TA","TA",0,0,169,0,0,0,0,3,2009,"WD","Normal",175000,12.0725412529057,12.0725412529057
